CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,LAT,LON
50065819,KBBQ,MANHATTAN,230,PARK AVE,10169,6467470816,Korean,02/08/2018,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,A,02/08/2018,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.754522,-73.975915
40668120,"MCDONALD'S",MANHATTAN,208,VARICK STREET,10014,2122069991,Hamburgers,09/24/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,A,09/24/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7287529,-74.0050629
50002599,"LUZZO'S BK",BROOKLYN,145,ATLANTIC AVENUE,11201,7188556400,Italian,06/02/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,9,A,06/02/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.690693,-73.9952269
41060762,PRIMO COFFEE CART,MANHATTAN,0,PENN STATION,10001,9735804185,CafÃ©/Coffee/Tea,03/31/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,7,A,03/31/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.749855,-73.9927725
50015746,PUNTO CIBAENO RESTAURANT,QUEENS,16405,89TH AVE,11432,7182973144,Spanish,08/02/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,42,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7076362,-73.7968884
41471314,TAKAHACHI BAKERY,MANHATTAN,25,MURRAY STREET,10007,2127915550,Bakery,12/12/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7139386,-74.008297
50043973,NAYA EXPRESS,MANHATTAN,1,NEW YORK PLZ,10004,2127608888,Mediterranean,05/31/2017,Violations were cited in the following area(s).,10C,"Lighting inadequate; permanent lighting not provided in food preparation areas, ware washing areas, and storage rooms.",Not Critical,9,A,05/31/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7020841,-74.0118801
41181385,EL DESPERTAR MARLENE,BRONX,849,PROSPECT AVENUE,10459,7188930324,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/28/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,04/28/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8201741,-73.9016966
50032708,STARBUCKS,QUEENS,1,JFK INTL AIRPORT BLVD,11430,7186790452,CafÃ©/Coffee/Tea,02/19/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,,,04/09/2018,Pre-permit (Non-operational) / Initial Inspection,40.6655469,-73.80673039999999
40961549,POPEYES LOUISIANA KITCHEN,BROOKLYN,722,FLATBUSH AVENUE,11225,7188567880,Chicken,12/03/2015,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.6557687,-73.9601471
50041299,TAL BAGELS,MANHATTAN,357,1ST AVE,10010,2123878100,Bagels/Pretzels,04/05/2018,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,13,A,04/05/2018,04/09/2018,Cycle Inspection / Initial Inspection,40.735549,-73.9797775
50018552,ORCHID DYNASTY RESTAURANT,BROOKLYN,7706,NEW UTRECHT AVE,11214,7188372017,Chinese,08/24/2015,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,65,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6140665,-74.0007131
50016148,CROWN FRIED CHICKEN,BROOKLYN,44B,NEW LOTS AVE,11212,7184955008,Chicken,06/18/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,13,A,06/18/2015,04/09/2018,Cycle Inspection / Re-inspection,40.6570528,-73.90344200000001
41717446,CEDEAO GRILL,BRONX,507A,EAST 163 STREET,10451,7186180485,African,11/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,11/30/2017,04/09/2018,Cycle Inspection / Re-inspection,40.8248475,-73.9091998
50003130,"ZHOU'S YUMMY RESTAURANT",QUEENS,4117,UNION STREET,11355,3477324081,Chinese,11/09/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,28,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7588041,-73.8255258
50013366,DELI & GRILL,BROOKLYN,5425,5TH AVE,11220,7184921566,Delicatessen,02/23/2018,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,36,C,02/23/2018,04/09/2018,Cycle Inspection / Re-inspection,40.6422529,-74.012905
40821987,MILANES SPANISH RESTAURANT,MANHATTAN,168,WEST   25 STREET,10001,2122439797,Spanish,09/29/2015,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,33,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7450473,-73.9944579
41609062,PARADISE CAFE NY RESTAURANT,BRONX,1021,OGDEN AVENUE,10452,7185376675,Spanish,01/17/2018,Violations were cited in the following area(s).,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,20,B,01/17/2018,04/09/2018,Cycle Inspection / Re-inspection,40.8335814,-73.92926800000001
41581902,YAMADA JAPANESE RESTAURANT,BRONX,3811,EAST TREMONT AVENUE,10465,7184093528,Japanese,01/18/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,01/18/2018,04/09/2018,Cycle Inspection / Re-inspection,40.8248556,-73.8201924
40757492,ANGRY WADES,BROOKLYN,222,SMITH STREET,11231,7184887253,American,01/26/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,01/26/2018,04/09/2018,Cycle Inspection / Re-inspection,40.6840862,-73.9924379
40955649,KOBRICK COFFEE CO.,MANHATTAN,24,9 AVENUE,10014,2122555588,"Bottled beverages, including water, sodas, juices, etc.",07/13/2017,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.7403556,-74.00557669999999
41651639,TASTE OF CHINA,BROOKLYN,5705,5 AVENUE,11220,7184390505,Chinese,03/22/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6409414,-74.0144839
41486945,"REGINA'S CAFE & PIZZERIA",QUEENS,17649,UNION TURNPIKE,11366,7185915727,Pizza/Italian,05/04/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.726043,-73.79154799999999
40949448,BRASSERIE 8 1/2,MANHATTAN,9,WEST   57 STREET,10019,2128290812,French,12/29/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,12/29/2014,04/09/2018,Cycle Inspection / Initial Inspection,40.763861,-73.974794
50013897,THE BREW INN,BROOKLYN,924,MANHATTAN AVE,11222,7185747155,Polish,07/22/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,07/22/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7310539,-73.95409839999999
50001786,"DAG'S THE PATIO",MANHATTAN,342,E 47TH ST,10017,9174714822,CafÃ©/Coffee/Tea,12/07/2015,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,30,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7520017,-73.9686555
50058533,NEW FRANCISO RESTAURANT,MANHATTAN,59,AUDUBON AVE,10032,2125684040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/12/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,38,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8405566,-73.93796139999999
50033276,ILILI BOX,MANHATTAN,700,8TH AVE,10036,9173380925,Mediterranean,12/09/2016,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13,A,12/09/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7587072,-73.9882975
50063701,TENGU SUSHI NOODLE HOUSE,BROOKLYN,5920,FORT HAMILTON PKWY,11219,7186333336,Chinese/Japanese,03/15/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24,Z,03/15/2018,04/09/2018,Cycle Inspection / Re-inspection,40.6333127,-74.0057057
40887622,PENCIL FACTORY,BROOKLYN,142,FRANKLIN STREET,11222,7186095858,American,05/11/2016,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.7297737,-73.9573128
50069696,BRASSERIE SEOUL,BROOKLYN,300,SCHERMERHORN ST,11217,9177703852,American,10/26/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,26,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.6873592,-73.9824046
41466982,JERUSALEM RESTAURANT,MANHATTAN,2715,BROADWAY,10025,2128652295,Middle Eastern,07/26/2016,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,13,A,07/26/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.799727,-73.968518
50017113,GRAND ST PIZZA,BROOKLYN,800,GRAND ST,11211,3479160909,Pizza,12/27/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,20,B,12/27/2017,04/09/2018,Cycle Inspection / Re-inspection,40.711771,-73.9413696
41158806,SUSHI SEN-NIN,MANHATTAN,30,EAST   33 STREET,10016,2128892208,Japanese,04/29/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9,A,04/29/2016,04/09/2018,Cycle Inspection / Re-inspection,40.7466385,-73.982957
40904467,BENSION KOHEN,BROOKLYN,564,EAST NEW YORK AVENUE,11225,9178223897,Jewish/Kosher,05/18/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,05/18/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.6617828,-73.9441106
40869524,HARLEM BAR-B-Q/NABE HARLEM,MANHATTAN,2367,8 AVENUE,10027,2122221922,Barbecue,06/25/2015,Violations were cited in the following area(s).,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,06/25/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8117012,-73.9504248
41519373,BUNGALO,QUEENS,3203,BROADWAY,11106,7182047010,Armenian,01/21/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,04/09/2018,Inter-Agency Task Force / Initial Inspection,40.7616589,-73.9242411
41519888,NONO,QUEENS,4223,BELL BOULEVARD,11361,7184286666,American,05/14/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,05/14/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7620228,-73.77002619999999
41703965,GO GO CURRY,MANHATTAN,12,JOHN STREET,10038,2124065555,Japanese,07/07/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A,07/07/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7098261,-74.0091249
41501500,GOLDEN CITY CHINESE KITCHEN,BRONX,805,SOUNDVIEW AVENUE,10473,7188617899,Chinese,10/15/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8216288,-73.8666786
50070032,CROWN HEIGHTS MOZZARELLA,BROOKLYN,265,TROY AVE,11213,3477751725,Jewish/Kosher,01/16/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.6701743,-73.9363376
50072931,FENG CHA,MANHATTAN,99B,CHRYSTIE ST,10002,9175582988,CafÃ©/Coffee/Tea,02/06/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,56,,,04/09/2018,Pre-permit (Operational) / Initial Inspection,40.7179102,-73.9942284
50002565,ELREY,MANHATTAN,100,STANTON STREET,10002,9176573942,CafÃ©/Coffee/Tea,03/16/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,27,,,04/09/2018,Cycle Inspection / Initial Inspection,40.72138169999999,-73.9879385
41145521,PIZZA BELLA,QUEENS,8130,BROADWAY,11373,7185071009,Pizza,10/29/2015,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,7,A,10/29/2015,04/09/2018,Cycle Inspection / Re-inspection,40.7428533,-73.88321429999999
41609414,PRIME SANDWICH,BROOKLYN,377,KINGSTON AVENUE,11213,3475649041,Jewish/Kosher,01/06/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,01/06/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.6660809,-73.9423482
50018448,NEW PEKING,BROOKLYN,1137,WASHINGTON AVE,11225,7186936163,Chinese,11/21/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,11/21/2015,04/09/2018,Cycle Inspection / Re-inspection,40.6611406,-73.9606684
50014157,POLLO SABROSO RESTAURANT,BRONX,216,E 198TH ST,10458,7169071057,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",09/06/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8696643,-73.890264
41004976,SUBWAY,MANHATTAN,900,MAIN STREET,10044,2128485530,Sandwiches,07/26/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,A,07/26/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.7702898,-73.9421553
40399784,UNCLE NICKS,MANHATTAN,747,9 AVENUE,10019,2122457992,Mediterranean,04/10/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7638784,-73.98899449999999
50034852,"SIBLING'S POTATO NOODLE",QUEENS,13335,ROOSEVELT AVE,11354,6467076565,Chinese,04/02/2018,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,22,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7588339,-73.8331304
41565555,A.G KITCHEN,MANHATTAN,269,COLUMBUS AVENUE,10023,2128739400,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/14/2018,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,20,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7778053,-73.97820039999999
41553437,LA PUNTILLA BAR & RESTAURANT,QUEENS,9117,37 AVENUE,11372,7184243836,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",08/12/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,A,08/12/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.7508048,-73.87539749999999
41646486,THE BURGER BISTRO,BROOKLYN,177,5 AVENUE,11217,7183989800,American,03/02/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,03/02/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.6771744,-73.97967419999999
41260669,"MATTEO'S OF HOWARD BEACH",QUEENS,9210,SHORE PARKWAY,11414,7183222606,Italian,04/27/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,B,04/27/2016,04/09/2018,Cycle Inspection / Re-inspection,40.6648338,-73.84171529999999
50004852,UNTAMED SANDWICHES,MANHATTAN,43,W 39TH ST,10018,6466699397,American,04/14/2015,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,39,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7526992,-73.9843918
41537422,SALERNO PIZZA,QUEENS,2924,30 AVENUE,11102,7187771500,Pizza/Italian,09/24/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,B,09/24/2014,04/09/2018,Cycle Inspection / Re-inspection,40.767289,-73.92286299999999
41263738,MEXICAN FAST FOOD,BRONX,2620,JEROME AVENUE,10468,7184503698,Mexican,06/02/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,33,C,06/02/2016,04/09/2018,Cycle Inspection / Re-inspection,40.866861,-73.8975511
41181385,EL DESPERTAR MARLENE,BRONX,849,PROSPECT AVENUE,10459,7188930324,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/27/2015,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,04/09/2018,Administrative Miscellaneous / Initial Inspection,40.8201741,-73.9016966
41629000,"GINO'S RESTAURANT & PIZZERIA",BROOKLYN,7414,5 AVENUE,11209,7187481698,Italian,04/13/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,8,A,04/13/2016,04/09/2018,Cycle Inspection / Initial Inspection,40.6299711,-74.0227053
41220121,LA ANTIOQUENA BAKERY # 1,QUEENS,9051,CORONA AVENUE,11373,7187603333,Bakery,12/12/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,17,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7424577,-73.8740318
50007102,MAISON KAYSER,MANHATTAN,8,W 40TH ST,10018,2123542300,Bakery,06/29/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7523117,-73.9826815
50017154,HAAT BAZAAR,QUEENS,3711,73RD ST,11372,7182058588,Bangladeshi,09/03/2015,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,26,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7484869,-73.892395
41219576,EMPERADOR ELIAS RESTAURANT,BROOKLYN,274,BROADWAY,11211,7183887784,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",05/03/2017,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,05/03/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7085089,-73.9588234
50002091,NEW LUCKY GARDEN,BRONX,1587,WATSON AVE,10472,7183787888,Chinese,06/01/2017,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04M,"Live roaches present in facility's food and/or non-food areas.",Critical,38,,,04/09/2018,Cycle Inspection / Initial Inspection,40.8265968,-73.8755822
41686208,CHANG PAI,QUEENS,16612,HILLSIDE AVENUE,11432,7182918222,Chinese,08/31/2015,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,32,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7094985,-73.7956437
40866977,CAFE MAE MAE,MANHATTAN,70,VANDAM STREET,10013,2129245109,American,03/28/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,03/28/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7263434,-74.0072222
41543275,KARAOKE NEMO / TRECE,MANHATTAN,54,EAST   13 STREET,10003,2124775577,Mexican,01/30/2018,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,14,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7341002,-73.9917595
41673050,RIGHT FIELD BEER EXPRESS/PICNIC,STATEN ISLAND,75,RICHMOND TERRACE,10301,7183131309,"Bottled beverages, including water, sodas, juices, etc.",07/08/2017,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,20,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6455625,-74.07719349999999
41376798,LA ESPERANZA MEXICAN DELI GROCERY & VEGETABLES,BRONX,2029,GRAND CONCOURSE,10453,7187312608,Mexican,12/23/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,25,B,12/23/2015,04/09/2018,Cycle Inspection / Re-inspection,40.8520697,-73.9044081
40892887,"FRANK'S PIZZERIA/DA FRANCO AND TONY RESTAURANT",BRONX,2823,MIDDLETOWN ROAD,10461,7185973333,Italian,09/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,09/28/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.84363219999999,-73.8359562
50032704,BY CHLOE,MANHATTAN,185,BLEECKER ST,10012,2122908000,Vegetarian,11/06/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,11/06/2017,04/09/2018,Cycle Inspection / Re-inspection,40.7292484,-74.0009312
50056821,GALAXY,MANHATTAN,125,W 55TH ST,10019,3475043209,American,04/12/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,04/12/2017,04/09/2018,Pre-permit (Operational) / Re-inspection,40.7636225,-73.978934
40884354,111 RESTAURANT,QUEENS,0,CENTRAL TAXI HOLD,11430,7189955570,American,04/08/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24,,,04/09/2018,Cycle Inspection / Initial Inspection,40.6567112,-73.7940126
50035307,"RAZOR'S BAR & LOUNGE",BROOKLYN,87,CENTRAL AVE,11206,3472685638,Spanish,03/17/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,21,,,04/09/2018,Cycle Inspection / Initial Inspection,40.7007976,-73.9295296
40812973,LUNELLA RESTAURANT,MANHATTAN,173,MULBERRY STREET,10013,2129666639,Italian,08/30/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,08/30/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7201098,-73.99721250000002
41567414,AMC THEATRES,MANHATTAN,234,WEST   42 STREET,10036,2123982597,American,08/19/2017,Violations were cited in the following area(s).,04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,11,A,08/19/2017,04/09/2018,Cycle Inspection / Initial Inspection,40.7564269,-73.9888338
40738973,CARIBBEAN SPORTS,BROOKLYN,244,GRAND STREET,11211,7183876793,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/12/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,13,A,12/12/2015,04/09/2018,Cycle Inspection / Initial Inspection,40.71347129999999,-73.95903109999999
