CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,LAT,LON
40386793,SCIENCE CAFE (QUEENSBOROUGH  COMMUNITY COLLEGE),QUEENS,22205,56 AVENUE,11364,7182815125,American,04/24/2017,Hot food item not held at or above 140Âº F.,Critical,10,40.7300989,-73.9999854
40370436,ROSSINI'S,MANHATTAN,108,EAST   38 STREET,10016,2126830135,Italian,04/24/2017,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,39,40.7491742,-73.9789785
40566485,TAD'S STEAKS,MANHATTAN,761,7 AVENUE,10019,2127678348,American,04/24/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5,40.7551102,-73.9680117
40392724,JAIYA THAI ORIENTAL RESTAURANT,MANHATTAN,396,THIRD AVENUE,10016,2128891330,Thai,04/24/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,40.759028,-73.8302471
40624458,PRIMO AMORE,QUEENS,3433,FRANCIS LEWIS BOULEVARD,11358,7184616100,Italian,04/24/2017,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,40.7622051,-73.9869589
40624458,PRIMO AMORE,QUEENS,3433,FRANCIS LEWIS BOULEVARD,11358,7184616100,Italian,04/24/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,40.7622051,-73.9869589
40397625,LA VILLA PIZZERIA,BROOKLYN,6610,AVENUE U,11234,7182518030,Pizza/Italian,04/24/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.7625686,-73.8136587
40389819,AUSTIN HOUSE,QUEENS,7204,AUSTIN STREET,11375,7185442276,American,04/24/2017,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,40.7662387,-73.9872728
40656139,TRIBECA ROOFTOP (10 DESBROSSES STREET),MANHATTAN,480,CANAL STREET,10013,2126252600,American,04/24/2017,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,12,40.8620716,-73.9012798
40535512,KUM GANG SAN,QUEENS,13828,NORTHERN BOULEVARD,11354,7184610909,Korean,04/24/2017,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,41,40.8687177,-73.826097
40390209,HAVELI INDIAN RESTAURANT,MANHATTAN,100,SECOND AVENUE,10003,2129820533,Indian,04/24/2018,Proper sanitization not provided for utensil ware washing operation.,Not Critical,23,40.5163194,-74.2343482
40424365,MRS. MAXWELL'S BAKERY,BROOKLYN,2700,ATLANTIC AVENUE,11207,7183457400,Bakery,04/24/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.6011805,-74.0858706
40395910,MCDONALD'S,QUEENS,25001,NORTHERN BOULEVARD,11362,7182297701,Hamburgers,04/24/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,40.6949104,-73.7387093
40423819,ALFONSO'S PASTRY SHOPPE,STATEN ISLAND,1899,VICTORY BOULEVARD,10314,7182738802,Bakery,04/24/2018,Wiping cloths soiled or not stored in sanitizing solution.,Critical,45,40.7067403,-74.0082076
40365525,DONUT PUB,MANHATTAN,203,WEST   14 STREET,10011,2129290126,Donuts,04/24/2018,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,40.7090337,-73.9590798
40638792,MERCER KITCHEN,MANHATTAN,99,PRINCE STREET,10012,2129665454,American,04/24/2018,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,12,40.7144851,-73.9823372
40724274,THE WHEELTAPPER,MANHATTAN,141,EAST   44 STREET,10017,2123516800,American,04/24/2018,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,38,40.7299486,-74.0042366
40724274,THE WHEELTAPPER,MANHATTAN,141,EAST   44 STREET,10017,2123516800,American,04/24/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,38,40.7299486,-74.0042366
40731158,FISH BAR,MANHATTAN,237,EAST    5 STREET,10003,6463190293,American,04/24/2018,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,40.747577,-74.0086437
40610554,THE SUMMIT,MANHATTAN,133,AVENUE C,10009,3474657911,American,04/24/2018,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,40.765422,-73.983319
40610554,THE SUMMIT,MANHATTAN,133,AVENUE C,10009,3474657911,American,04/24/2018,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,21,40.7940122,-73.9707385
40699061,I.O. CAFE,QUEENS,793,FAIRVIEW AVENUE,11385,7184561207,Polish,04/25/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,40.6663553,-73.93116
40657588,MADISON BISTRO,MANHATTAN,238,MADISON AVENUE,10016,2124471919,French,04/25/2016,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,20,40.7469705,-73.9739463
40703670,GHANDI CAFE,MANHATTAN,283,BLEECKER STREET,10014,2126451456,Indian,04/25/2016,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,40.7519289,-73.9776226
40692411,HAVANA ALMA DE CUBA,MANHATTAN,94,CHRISTOPHER STREET,10014,2122423800,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/25/2016,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,26,40.7638382,-73.7712883
40692411,HAVANA ALMA DE CUBA,MANHATTAN,94,CHRISTOPHER STREET,10014,2122423800,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/25/2016,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,40.7638382,-73.7712883
40398796,STARBUCKS,MANHATTAN,1117,LEXINGTON AVENUE,10075,2125178476,CafÃ©/Coffee/Tea,04/25/2016,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34,40.7639595,-73.9809046
40386067,COUNTRY DONUTS,STATEN ISLAND,4357,AMBOY ROAD,10312,7183560884,Donuts,04/25/2017,Food Protection Certificate not held by supervisor of food operations.,Critical,25,40.6976922,-73.9914768
40365942,HOP KEE RESTAURANT,MANHATTAN,21,MOTT STREET,10013,2129648365,Chinese,04/25/2017,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,20,40.7206304,-74.0049711
40725471,GENTE,MANHATTAN,153,EAST   45 STREET,10017,2125575555,Italian,04/25/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,40.7216286,-73.9886492
40399986,FIFTH AVE CAFE /DINER,BROOKLYN,432,5 AVENUE,11215,7188328131,American,04/25/2017,Thawing procedures improper.,Not Critical,21,40.7480631,-73.9863316
40388260,AMNON KOSHER PIZZA,BROOKLYN,4814,13 AVENUE,11219,7188511759,Jewish/Kosher,04/25/2017,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,24,40.7593916,-73.9916209
40721083,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,MANHATTAN,121,WEST  125 STREET,10027,2126637451,Caribbean,04/25/2018,Thawing procedures improper.,Not Critical,21,40.6559181,-73.9503673
40721083,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,MANHATTAN,121,WEST  125 STREET,10027,2126637451,Caribbean,04/25/2018,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,40.6559181,-73.9503673
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,04/25/2018,,Not Applicable,,40.6679338,-73.7805813
40709138,THALIA,MANHATTAN,828,8 AVENUE,10019,2123994444,American,04/25/2018,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,19,40.7224014,-73.9497934
40646209,LEON BAKERY,MANHATTAN,695,9 AVENUE,10036,2124896677,Bakery,04/25/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,40.7226196,-73.986389
40590352,SOUTH'S,MANHATTAN,273,CHURCH STREET,10013,2122190640,American,04/25/2018,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,21,40.7502718,-73.9863524
40590352,SOUTH'S,MANHATTAN,273,CHURCH STREET,10013,2122190640,American,04/25/2018,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,21,40.7502718,-73.9863524
40602878,STARBUCKS,MANHATTAN,10,UNION SQUARE EAST,10003,2129828426,CafÃ©/Coffee/Tea,04/25/2018,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,40.752646,-73.993338
40527001,ISLAND BURGERS AND SHAKES,MANHATTAN,766,NINTH AVENUE,10019,2123077934,Hamburgers,04/25/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,40.7624205,-73.8046141
40732665,KATZ'S DELICATESSEN,MANHATTAN,205,EAST HOUSTON STREET,10002,2122542246,Delicatessen,04/25/2018,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,40.7694194,-73.9824979
40374088,PONGSRI THAI RESTAURANT,MANHATTAN,244,WEST   48 STREET,10036,2125823392,Thai,04/25/2018,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,20,40.8803571,-73.9040116
40543355,FOREST HILLS SPA,QUEENS,5921,CALLOWAY STREET,11368,7186991919,American,04/26/2016,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,11,40.5769833,-74.1681264
40372631,YANKEE JZ PIZZA,BRONX,1599,WESTCHESTER AVENUE,10472,7183284349,Pizza,04/26/2016,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,20,40.6679338,-73.7805813
40592181,MCDONALD'S,BRONX,1515,WILLIAMSBRIDGE ROAD,10461,7184091670,Hamburgers,04/26/2016,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,11,40.7525703,-73.9776273
40592181,MCDONALD'S,BRONX,1515,WILLIAMSBRIDGE ROAD,10461,7184091670,Hamburgers,04/26/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,40.7525703,-73.9776273
40524888,SISTERS CUISINE,MANHATTAN,1931,MADISON AVENUE,10035,2124103000,Caribbean,04/26/2016,Hot food item not held at or above 140Âº F.,Critical,13,40.7533794,-73.9967919
40383284,VERDI RESTAURANT,QUEENS,14958,CROSS ISLAND PARKWAY,11357,7187466000,Italian,04/26/2017,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,13,40.7176331,-73.9984868
40392895,AMELIA'S DINER,MANHATTAN,110,VARICK STREET,10013,2129255998,American,04/26/2017,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,40.7394032,-74.0022281
40391121,LAZZARAS PIZZA CAFE,MANHATTAN,221,WEST   38 STREET,10018,2129447792,Pizza,04/26/2018,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,40.5722235,-74.1126424
40534912,BROOKLYN MOON CAFE,BROOKLYN,745,FULTON STREET,11217,7188557149,Caribbean,04/26/2018,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,20,40.5888247,-73.9475975
40395858,TEQUILLA SUNRISE,QUEENS,3437,BELL BOULEVARD,11361,7186310377,Mexican,04/26/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,40.6272844,-74.0138109
40388225,HOLLAND BAR,MANHATTAN,532,9 AVENUE,10018,2125024609,American,04/26/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,40.6309417,-73.9761735
40388225,HOLLAND BAR,MANHATTAN,532,9 AVENUE,10018,2125024609,American,04/26/2018,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,40.6309417,-73.9761735
40589545,KHYBER PASS,MANHATTAN,34,ST MARKS PLACE,10003,2124730989,Afghan,04/26/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,40.7288609,-74.0001048
40399099,STARBUCKS,MANHATTAN,1445,1 AVENUE,10021,2124727784,CafÃ©/Coffee/Tea,04/26/2018,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,37,40.7612996,-73.957797
40383737,CANLON'S RESTAURANT,STATEN ISLAND,1825,NORTH RAILROAD AVENUE,10306,7186673013,Italian,04/26/2018,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,40.768381,-73.7484274
40391121,LAZZARAS PIZZA CAFE,MANHATTAN,221,WEST   38 STREET,10018,2129447792,Pizza,04/26/2018,Hot food item not held at or above 140Âº F.,Critical,12,40.8136012,-73.9558034
40364220,KOSHER BAGEL HOLE,BROOKLYN,1423,AVENUE J,11230,7182584150,Jewish/Kosher,04/27/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,27,40.6253268,-73.9615132
40364220,KOSHER BAGEL HOLE,BROOKLYN,1423,AVENUE J,11230,7182584150,Jewish/Kosher,04/27/2015,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,27,40.6253268,-73.9615132
40622601,A-1 PIZZA SHOP,MANHATTAN,505,GRAND STREET,10002,2125330214,Pizza,04/27/2015,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,40.7272986,-74.0000474
40403857,S.M.R RESTAURANT SERVICES,QUEENS,4605,56 ROAD,11378,7183619826,American,04/27/2015,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,19,40.7571436,-73.979301
40586621,PEARL,MANHATTAN,18,CORNELIA STREET,10014,2126918211,Seafood,04/27/2016,Wiping cloths soiled or not stored in sanitizing solution.,Critical,10,40.6000738,-73.933593
40511169,THE CENTRAL BAR,MANHATTAN,109,EAST    9 STREET,10003,2125295333,American,04/27/2016,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,34,40.6015591,-73.9937108
40511169,THE CENTRAL BAR,MANHATTAN,109,EAST    9 STREET,10003,2125295333,American,04/27/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,40.6015591,-73.9937108
40538565,FOUR SEASONS HOTEL,MANHATTAN,57,EAST   57 STREET,10022,2127585700,American,04/27/2016,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,8,40.639108,-74.019712
40364744,NEW PARK PIZZERIA & RESTAURANT,QUEENS,156-71,CROSSBAY BOULEVARD,11414,7186413082,Pizza/Italian,04/27/2016,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,40.6627285,-73.8404131
40392313,CAFE BELLA VITA,STATEN ISLAND,1919,HYLAN BOULEVARD,10305,7186675656,Italian,04/27/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,40.72525,-73.9844492
40662988,MCDONALD'S,QUEENS,0,J.F.K.AIRPORT-TERMINAL# 1,11430,7187512833,Hamburgers,04/27/2016,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,40.7295486,-73.999508
40397478,LE COLONIAL,MANHATTAN,149,EAST   57 STREET,10022,2127520808,Asian,04/27/2016,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,10,40.7974796,-73.9702616
40388619,BENNYS BURRITOS,MANHATTAN,111113,GREENWICH AVENUE,10014,2127270584,Tex-Mex,04/27/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.809733,-73.958608
40601687,"DUNKIN' DONUTS, BASKIN ROBBINS",QUEENS,3328,21 STREET,11106,7187283250,Donuts,04/27/2016,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,40.8169676,-73.9219058
40746628,ORIGINAL VEGETARIAN RESTAURANT,BROOKLYN,752,NOSTRAND AVENUE,11216,7187786660,Vegetarian,04/27/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,40.6558327,-74.0067298
40392162,BEYOGLU,MANHATTAN,200,EAST   81 STREET,10028,2126500850,Mediterranean,04/27/2017,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,40.6725765,-73.9771406
40730270,NOT JUST PIZZA,BROOKLYN,1286,FULTON STREET,11216,7187838015,Pizza,04/27/2017,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,40.714614,-73.9985519
40576286,ANNA MARIA PIZZA PASTA,BROOKLYN,179,BEDFORD AVENUE,11211,7185994550,Pizza,04/27/2017,,Not Applicable,,40.7382563,-74.0042825
40720280,THE HISTORIC OLD BERMUDA INN,STATEN ISLAND,2512,ARTHUR KILL ROAD,10309,7189487600,American,04/27/2017,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,40.7485794,-73.9838783
40388091,MASAWA,MANHATTAN,1239,AMSTERDAM AVENUE,10027,2126630505,Ethiopian,04/27/2017,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,40.7587999,-73.8290925
40392162,BEYOGLU,MANHATTAN,200,EAST   81 STREET,10028,2126500850,Mediterranean,04/27/2017,Live roaches present in facility's food and/or non-food areas.,Critical,10,40.7849944,-73.9560341
40377294,MCDONALD'S,QUEENS,7002,COOPER AVENUE,11385,7184970722,Hamburgers,04/27/2017,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,7,40.8572871,-73.7907227
40392228,FAY DA BAKERY,MANHATTAN,191,CENTRE STREET,10013,2129668934,Bakery,04/27/2018,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,21,40.6725765,-73.9771406
40510341,THE MUFFIN CAFE,MANHATTAN,222,COLUMBUS AVENUE,10023,2128751173,CafÃ©/Coffee/Tea,04/27/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,64,40.7181659,-73.9971207
40365472,SPAIN RESTAURANT & BAR,MANHATTAN,113,WEST   13 STREET,10011,2129299580,Spanish,04/27/2018,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,40.7273906,-74.0003969
40724274,THE WHEELTAPPER,MANHATTAN,141,EAST   44 STREET,10017,2123516800,American,04/27/2018,,Not Applicable,,40.7299486,-74.0042366
40585860,N.Y. LIFE EXECUTIVE DINING ROOM .,MANHATTAN,51,MADISON AVE,10010,2125765359,American,04/27/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,40.7367736,-73.9872958
40394401,BAR SIX,MANHATTAN,502,6 AVENUE,10011,2126911363,French,04/27/2018,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,34,40.7427004,-73.9518483
40423976,O.B'S BAKERY,QUEENS,16576,BAISLEY BOULEVARD,11434,7189784247,Bakery,04/27/2018,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,40.7431194,-73.9860597
40395526,MEZCAL'S DOS RESTAURANT,BROOKLYN,7508,3 AVENUE,11209,7187487007,Mexican,04/27/2018,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,37,40.7653697,-73.985092
40395526,MEZCAL'S DOS RESTAURANT,BROOKLYN,7508,3 AVENUE,11209,7187487007,Mexican,04/27/2018,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,37,40.7653697,-73.985092
40388901,EL CASTILLO DE JAGUA REST,MANHATTAN,113,RIVINGTON STREET,10002,2129826412,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/27/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,40.804876,-73.966647
40365472,SPAIN RESTAURANT & BAR,MANHATTAN,113,WEST   13 STREET,10011,2129299580,Spanish,04/27/2018,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,15,40.8273059,-73.9252404
40549913,MCDONALD'S,BRONX,2170,WHITE PLAINS ROAD,10462,7189315822,Hamburgers,04/28/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,40.6311618,-74.0216076
40638792,MERCER KITCHEN,MANHATTAN,99,PRINCE STREET,10012,2129665454,American,04/28/2015,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,40.650678,-73.929917
40396264,DA NICO RESTAURANT,MANHATTAN,164,MULBERRY STREET,10013,2123431212,Italian,04/28/2015,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,13,40.7133121,-73.8754214
40402023,LE MARAIS,MANHATTAN,150,WEST   46 STREET,10036,2128690900,Jewish/Kosher,04/28/2015,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13,40.7216849,-73.8474658
40393427,DAVIS POLK DINING ROOM,MANHATTAN,450,LEXINGTON AVENUE,10017,2124504750,American,04/28/2015,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,40.7382398,-73.9832095
40367540,PICCOLA VENEZIA,QUEENS,4201,28 AVENUE,11103,7187218470,Italian,04/28/2015,Food contact surface not properly maintained.,Not Critical,2,40.7648343,-73.9117785
40395093,COYOTE UGLY,MANHATTAN,153,FIRST AVENUE,10003,2124774431,American,04/28/2016,Food Protection Certificate not held by supervisor of food operations.,Critical,34,40.6400009,-73.9872728
40380044,REX MANOR,BROOKLYN,1100,60 STREET,11219,7188543232,Continental,04/28/2016,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,40.7349159,-73.9803273
40684961,GARDEN CAFE RESTAURANT,QUEENS,3707,83 STREET,11372,7183975631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/28/2016,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,40.74012,-73.791185
40379746,RESTUARANT NIPPON,MANHATTAN,155,EAST   52 STREET,10022,2126885941,Japanese,04/28/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,40.7478313,-73.8805522
40684961,GARDEN CAFE RESTAURANT,QUEENS,3707,83 STREET,11372,7183975631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/28/2016,Hot food item not held at or above 140Âº F.,Critical,24,40.7601402,-73.9917492
40402423,KNICKERBOCKER CLUB,MANHATTAN,2,EAST   62 STREET,10065,2128386700,American,04/28/2016,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,40.7652519,-73.91845
40557912,KISMAT INDIAN CUISINE,MANHATTAN,603,FORT WASHINGTON AVENUE,10040,2127958633,Indian,04/28/2016,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,26,40.7857905,-73.836019
40684961,GARDEN CAFE RESTAURANT,QUEENS,3707,83 STREET,11372,7183975631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/28/2016,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24,40.7937245,-73.8083596
40557912,KISMAT INDIAN CUISINE,MANHATTAN,603,FORT WASHINGTON AVENUE,10040,2127958633,Indian,04/28/2016,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,40.855529,-73.867477
40624607,FRANK,MANHATTAN,88,2 AVENUE,10003,2124200202,Italian,04/28/2017,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,23,40.7633128,-73.9771711
40530583,CORNER GOURMET II,MANHATTAN,66,WEST BROADWAY,10007,2124062200,American,04/28/2017,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,56,40.7751108,-73.9569154
